tokenized_quote,tags
"['make', 'it', 'a', 'rule', 'never', 'to', 'give', 'a', 'child', 'a', 'book', 'you', 'would', 'not', 'read', 'yourself']","['books', 'children']"
"['in', 'a', 'time', 'of', 'deceit', 'telling', 'the', 'truth', 'is', 'a', 'revolutionary', 'act']",['truth']
"['our', 'lives', 'begin', 'to', 'end', 'the', 'day', 'we', 'become', 'silent', 'about', 'things', 'that', 'matter']",['inspirational']
"['the', 'mind', 'is', 'its', 'own', 'place', 'and', 'in', 'itself', 'can', 'make', 'a', 'heaven', 'of', 'hell', 'a', 'hell', 'of', 'heaven']","['inspirational', 'religion']"
"['we', 'delight', 'in', 'the', 'beauty', 'of', 'the', 'butterfly', 'but', 'rarely', 'admit', 'the', 'changes', 'it', 'has', 'gone', 'through', 'to', 'achieve', 'that', 'beauty']",['inspiration']
"['i', 'think', 'that', 'if', 'i', 'ever', 'have', 'kids', 'and', 'they', 'are', 'upset', 'i', 'will', 'not', 'tell', 'them', 'that', 'people', 'are', 'starving', 'in', 'china', 'or', 'anything', 'like', 'that', 'because', 'it', 'would', 'not', 'change', 'the', 'fact', 'that', 'they', 'were', 'upset', 'and', 'even', 'if', 'somebody', 'else', 'has', 'it', 'much', 'worse', 'that', 'does', 'not', 'really', 'change', 'the', 'fact', 'that', 'you', 'have', 'what', 'you', 'have']",['honesty']
"['talent', 'hits', 'a', 'target', 'no', 'one', 'else', 'can', 'hit', 'genius', 'hits', 'a', 'target', 'no', 'one', 'else', 'can', 'see']","['inspirational', 'talent']"
"['when', 'his', 'life', 'was', 'ruined', 'his', 'family', 'killed', 'his', 'farm', 'destroyed', 'job', 'knelt', 'down', 'on', 'the', 'ground', 'and', 'yelled', 'up', 'to', 'the', 'heavens', 'why', 'god', 'why', 'me', 'and', 'the', 'thundering', 'voice', 'of', 'god', 'answered', 'there', 'is', 'just', 'something', 'about', 'you', 'that', 'pisses', 'me', 'off']","['god', 'humor', 'religion']"
"['there', 'are', 'two', 'motives', 'for', 'reading', 'a', 'book', 'one', 'that', 'you', 'enjoy', 'it', 'the', 'other', 'that', 'you', 'can', 'boast', 'about', 'it']","['books', 'humor']"
"['it', 'is', 'a', 'curious', 'thing', 'the', 'death', 'of', 'a', 'loved', 'one', 'we', 'all', 'know', 'that', 'our', 'time', 'in', 'this', 'world', 'is', 'limited', 'and', 'that', 'eventually', 'all', 'of', 'us', 'will', 'end', 'up', 'underneath', 'some', 'sheet', 'never', 'to', 'wake', 'up', 'and', 'yet', 'it', 'is', 'always', 'a', 'surprise', 'when', 'it', 'happens', 'to', 'someone', 'we', 'know', 'it', 'is', 'like', 'walking', 'up', 'the', 'stairs', 'to', 'your', 'bedroom', 'in', 'the', 'dark', 'and', 'thinking', 'there', 'is', 'one', 'more', 'stair', 'than', 'there', 'is', 'your', 'foot', 'falls', 'down', 'through', 'the', 'air', 'and', 'there', 'is', 'a', 'sickly', 'moment', 'of', 'dark', 'surprise', 'as', 'you', 'try', 'and', 'readjust', 'the', 'way', 'you', 'thought', 'of', 'things']",['death']
"['of', 'all', 'sad', 'words', 'of', 'tongue', 'or', 'pen', 'the', 'saddest', 'are', 'these', 'it', 'might', 'have', 'been']","['life', 'words']"
"['i', 'am', 'coming', 'back', 'into', 'focus', 'when', 'caesar', 'asks', 'him', 'if', 'he', 'has', 'a', 'girlfriend', 'back', 'home', 'peeta', 'hesitates', 'then', 'gives', 'an', 'unconvincing', 'shake', 'of', 'his', 'headhandsome', 'lad', 'like', 'you', 'there', 'must', 'be', 'some', 'special', 'girl', 'come', 'on', 'whatâs', 'her', 'name', 'says', 'caesarpeeta', 'sighs', 'well', 'there', 'is', 'this', 'one', 'girl', 'iâve', 'had', 'a', 'crush', 'on', 'her', 'ever', 'since', 'i', 'can', 'remember', 'but', 'iâm', 'pretty', 'sure', 'she', 'didnât', 'know', 'i', 'was', 'alive', 'until', 'the', 'reapingsounds', 'of', 'sympathy', 'from', 'the', 'crowd', 'unrequited', 'love', 'they', 'can', 'relate', 'toshe', 'have', 'another', 'fellow', 'asks', 'caesari', 'donât', 'know', 'but', 'a', 'lot', 'of', 'boys', 'like', 'her', 'says', 'peetaso', 'hereâs', 'what', 'you', 'do', 'you', 'win', 'you', 'go', 'home', 'she', 'canât', 'turn', 'you', 'down', 'then', 'eh', 'says', 'caesar', 'encouraginglyi', 'donât', 'think', 'itâs', 'going', 'to', 'work', 'out', 'winningwonât', 'help', 'in', 'my', 'case', 'says', 'peetawhy', 'ever', 'not', 'says', 'caesar', 'mystifiedpeeta', 'blushes', 'beet', 'red', 'and', 'stammers', 'out', 'becausebecauseshe', 'came', 'here', 'with', 'me']",['peeta']
"['the', 'boy', 'never', 'cried', 'again', 'and', 'he', 'never', 'forgot', 'what', 'he', 'would', 'learned', 'that', 'to', 'love', 'is', 'to', 'destroy', 'and', 'that', 'to', 'be', 'loved', 'is', 'to', 'be', 'the', 'one', 'destroyed']","['city-of-bones', 'jace-wayland']"
"['experience', 'is', 'merely', 'the', 'name', 'men', 'gave', 'to', 'their', 'mistakes']",['experience-mistakes-wisdom']
"['in', 'the', 'end', 'we', 'will', 'remember', 'not', 'the', 'words', 'of', 'our', 'enemies', 'but', 'the', 'silence', 'of', 'our', 'friends']",['inspirational']
"['the', 'flower', 'that', 'blooms', 'in', 'adversity', 'is', 'the', 'rarest', 'and', 'most', 'beautiful', 'of', 'all']","['inspiration', 'life']"
"['do', 'not', 'let', 'your', 'fire', 'go', 'out', 'spark', 'by', 'irreplaceable', 'spark', 'in', 'the', 'hopeless', 'swamps', 'of', 'the', 'notquite', 'the', 'notyet', 'and', 'the', 'notatall', 'do', 'not', 'let', 'the', 'hero', 'in', 'your', 'soul', 'perish', 'in', 'lonely', 'frustration', 'for', 'the', 'life', 'you', 'deserved', 'and', 'have', 'never', 'been', 'able', 'to', 'reach', 'the', 'world', 'you', 'desire', 'can', 'be', 'won', 'it', 'exists', 'it', 'is', 'real', 'it', 'is', 'possible', 'its', 'yours']","['inspirational', 'life']"
"['the', 'first', 'ten', 'lies', 'they', 'tell', 'you', 'in', 'high', 'school', '1', 'we', 'are', 'here', 'to', 'help', 'you', '2', 'you', 'will', 'have', 'time', 'to', 'get', 'to', 'your', 'class', 'before', 'the', 'bell', 'rings', '3', 'the', 'dress', 'code', 'will', 'be', 'enforced', '4', 'no', 'smoking', 'is', 'allowed', 'on', 'school', 'grounds', '5', 'our', 'football', 'team', 'will', 'win', 'the', 'championship', 'this', 'year', '6', 'we', 'expect', 'more', 'of', 'you', 'here', '7', 'guidance', 'counselors', 'are', 'always', 'available', 'to', 'listen', '8', 'your', 'schedule', 'was', 'created', 'with', 'you', 'in', 'mind', '9', 'your', 'locker', 'combination', 'is', 'private', '10', 'these', 'will', 'be', 'the', 'years', 'you', 'look', 'back', 'on', 'fondly', 'ten', 'more', 'lies', 'they', 'tell', 'you', 'in', 'high', 'school', '1', 'you', 'will', 'use', 'algebra', 'in', 'your', 'adult', 'lives', '2', 'driving', 'to', 'school', 'is', 'a', 'privilege', 'that', 'can', 'be', 'taken', 'away', '3', 'students', 'must', 'stay', 'on', 'campus', 'during', 'lunch', '4', 'the', 'new', 'text', 'books', 'will', 'arrive', 'any', 'day', 'now', '5', 'colleges', 'care', 'more', 'about', 'you', 'than', 'your', 'sat', 'scores', '6', 'we', 'are', 'enforcing', 'the', 'dress', 'code', '7', 'we', 'will', 'figure', 'out', 'how', 'to', 'turn', 'off', 'the', 'heat', 'soon', '8', 'our', 'bus', 'drivers', 'are', 'highly', 'trained', 'professionals', '9', 'there', 'is', 'nothing', 'wrong', 'with', 'summer', 'school', '10', 'we', 'want', 'to', 'hear', 'what', 'you', 'have', 'to', 'say']","['humor', 'school']"
"['and', 'the', 'day', 'came', 'when', 'the', 'risk', 'to', 'remain', 'tight', 'in', 'a', 'bud', 'was', 'more', 'painful', 'than', 'the', 'risk', 'it', 'took', 'to', 'blossom']",['growth']
"['there', 'is', 'a', 'theory', 'which', 'states', 'that', 'if', 'ever', 'anyone', 'discovers', 'exactly', 'what', 'the', 'universe', 'is', 'for', 'and', 'why', 'it', 'is', 'here', 'it', 'will', 'instantly', 'disappear', 'and', 'be', 'replaced', 'by', 'something', 'even', 'more', 'bizarre', 'and', 'inexplicable', 'there', 'is', 'another', 'theory', 'which', 'states', 'that', 'this', 'has', 'already', 'happened']",['humor']
"['give', 'a', 'girl', 'the', 'right', 'shoes', 'and', 'she', 'can', 'conquer', 'the', 'world']",['misattributed-to-marilyn-monroe']
"['augustus', 'waters', 'was', 'a', 'selfaggrandizing', 'bastard', 'but', 'we', 'forgive', 'him', 'we', 'forgive', 'him', 'not', 'because', 'he', 'had', 'a', 'heart', 'as', 'figuratively', 'good', 'as', 'his', 'literal', 'one', 'sucked', 'or', 'because', 'he', 'knew', 'more', 'about', 'how', 'to', 'hold', 'a', 'cigarette', 'than', 'any', 'nonsmoker', 'in', 'history', 'or', 'because', 'he', 'got', 'eighteen', 'years', 'when', 'he', 'should', 'have', 'gotten', 'moreseventeen', 'gus', 'correctedim', 'assuming', 'you', 'have', 'got', 'some', 'time', 'you', 'interupting', 'bastardim', 'telling', 'you', 'isaac', 'continued', 'augustus', 'waters', 'talked', 'so', 'much', 'that', 'he', 'would', 'interupt', 'you', 'at', 'his', 'own', 'funeral', 'and', 'he', 'was', 'pretentious', 'sweet', 'jesus', 'christ', 'that', 'kid', 'never', 'took', 'a', 'piss', 'without', 'pondering', 'the', 'abundant', 'metaphorical', 'resonances', 'of', 'human', 'waste', 'production', 'and', 'he', 'was', 'vain', 'i', 'do', 'not', 'believe', 'i', 'have', 'ever', 'met', 'a', 'more', 'physically', 'attractive', 'person', 'who', 'was', 'more', 'acutely', 'aware', 'of', 'his', 'own', 'physical', 'attractivenessbut', 'i', 'will', 'say', 'this', 'when', 'the', 'scientists', 'of', 'the', 'future', 'show', 'up', 'at', 'my', 'house', 'with', 'robot', 'eyes', 'and', 'they', 'tell', 'me', 'to', 'try', 'them', 'on', 'i', 'will', 'tell', 'the', 'scientists', 'to', 'screw', 'off', 'because', 'i', 'do', 'not', 'want', 'to', 'see', 'a', 'world', 'without', 'himi', 'was', 'kind', 'of', 'crying', 'by', 'then']","['john-green', 'tfios', 'the-fault-in-our-stars']"
"['a', 'thing', 'is', 'not', 'necessarily', 'true', 'because', 'a', 'man', 'dies', 'for', 'it']","['belief', 'death', 'ideals', 'martyr', 'truth']"
"['somewhere', 'something', 'incredible', 'is', 'waiting', 'to', 'be', 'known']","['astronomer', 'science', 'writer']"
"['it', 'is', 'so', 'hard', 'to', 'leaveâuntil', 'you', 'leave', 'and', 'then', 'it', 'is', 'the', 'easiest', 'goddamned', 'thing', 'in', 'the', 'world']","['inertia', 'inspirational', 'leaving', 'nerdfighter']"
"['you', 'have', 'enemies', 'good', 'that', 'means', 'you', 'have', 'stood', 'up', 'for', 'something', 'sometime', 'in', 'your', 'life']","['convictions', 'criticism']"
"['hearts', 'are', 'made', 'to', 'be', 'broken']","['heartbreak', 'love']"
"['once', 'you', 'learn', 'to', 'read', 'you', 'will', 'be', 'forever', 'free']",['literacy']
"['you', 'think', 'your', 'pain', 'and', 'your', 'heartbreak', 'are', 'unprecedented', 'in', 'the', 'history', 'of', 'the', 'world', 'but', 'then', 'you', 'read', 'it', 'was', 'books', 'that', 'taught', 'me', 'that', 'the', 'things', 'that', 'tormented', 'me', 'most', 'were', 'the', 'very', 'things', 'that', 'connected', 'me', 'with', 'all', 'the', 'people', 'who', 'were', 'alive', 'who', 'had', 'ever', 'been', 'alive']","['books', 'empathy', 'pain', 'reading']"
"['faith', 'is', 'taking', 'the', 'first', 'step', 'even', 'when', 'you', 'can', 'not', 'see', 'the', 'whole', 'staircase']",['inspirational-faith']
"['think', 'of', 'all', 'the', 'beauty', 'still', 'left', 'around', 'you', 'and', 'be', 'happy']","['anne', 'beauty', 'frank', 'happy']"
"['instead', 'of', 'worrying', 'about', 'what', 'you', 'can', 'not', 'control', 'shift', 'your', 'energy', 'to', 'what', 'you', 'can', 'create']","['creation', 'creative', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'worry']"
"['whether', 'you', 'think', 'you', 'can', 'or', 'you', 'think', 'you', 'cantyoure', 'right']",['thinking']
"['the', 'loneliest', 'moment', 'in', 'someoneâs', 'life', 'is', 'when', 'they', 'are', 'watching', 'their', 'whole', 'world', 'fall', 'apart', 'and', 'all', 'they', 'can', 'do', 'is', 'stare', 'blankly']",['loneliness']
"['it', 'is', 'hard', 'enough', 'to', 'remember', 'my', 'opinions', 'without', 'also', 'remembering', 'my', 'reasons', 'for', 'them']","['humor', 'philosophy']"
"['i', 'saw', 'my', 'life', 'branching', 'out', 'before', 'me', 'like', 'the', 'green', 'fig', 'tree', 'in', 'the', 'story', 'from', 'the', 'tip', 'of', 'every', 'branch', 'like', 'a', 'fat', 'purple', 'fig', 'a', 'wonderful', 'future', 'beckoned', 'and', 'winked', 'one', 'fig', 'was', 'a', 'husband', 'and', 'a', 'happy', 'home', 'and', 'children', 'and', 'another', 'fig', 'was', 'a', 'famous', 'poet', 'and', 'another', 'fig', 'was', 'a', 'brilliant', 'professor', 'and', 'another', 'fig', 'was', 'ee', 'gee', 'the', 'amazing', 'editor', 'and', 'another', 'fig', 'was', 'europe', 'and', 'africa', 'and', 'south', 'america', 'and', 'another', 'fig', 'was', 'constantin', 'and', 'socrates', 'and', 'attila', 'and', 'a', 'pack', 'of', 'other', 'lovers', 'with', 'queer', 'names', 'and', 'offbeat', 'professions', 'and', 'another', 'fig', 'was', 'an', 'olympic', 'lady', 'crew', 'champion', 'and', 'beyond', 'and', 'above', 'these', 'figs', 'were', 'many', 'more', 'figs', 'i', 'could', 'not', 'quite', 'make', 'out', 'i', 'saw', 'myself', 'sitting', 'in', 'the', 'crotch', 'of', 'this', 'fig', 'tree', 'starving', 'to', 'death', 'just', 'because', 'i', 'could', 'not', 'make', 'up', 'my', 'mind', 'which', 'of', 'the', 'figs', 'i', 'would', 'choose', 'i', 'wanted', 'each', 'and', 'every', 'one', 'of', 'them', 'but', 'choosing', 'one', 'meant', 'losing', 'all', 'the', 'rest', 'and', 'as', 'i', 'sat', 'there', 'unable', 'to', 'decide', 'the', 'figs', 'began', 'to', 'wrinkle', 'and', 'go', 'black', 'and', 'one', 'by', 'one', 'they', 'plopped', 'to', 'the', 'ground', 'at', 'my', 'feet']",['life-choices-fig-trees']
"['why', 'did', 'you', 'do', 'all', 'this', 'for', 'me', 'he', 'asked', 'i', 'do', 'not', 'deserve', 'it', 'i', 'have', 'never', 'done', 'anything', 'for', 'you', 'you', 'have', 'been', 'my', 'friend', 'replied', 'charlotte', 'that', 'in', 'itself', 'is', 'a', 'tremendous', 'thing']",['friendship']
"['there', 'is', 'nothing', 'either', 'good', 'or', 'bad', 'but', 'thinking', 'makes', 'it', 'so']",['philosophy']
"['fantasy', 'is', 'hardly', 'an', 'escape', 'from', 'reality', 'its', 'a', 'way', 'of', 'understanding', 'it']","['fantasy', 'inspirational', 'writing']"
"['the', 'world', 'is', 'indeed', 'full', 'of', 'peril', 'and', 'in', 'it', 'there', 'are', 'many', 'dark', 'places', 'but', 'still', 'there', 'is', 'much', 'that', 'is', 'fair', 'and', 'though', 'in', 'all', 'lands', 'love', 'is', 'now', 'mingled', 'with', 'grief', 'it', 'grows', 'perhaps', 'the', 'greater']","['hope', 'inspirational', 'love']"
"['two', 'people', 'in', 'love', 'alone', 'isolated', 'from', 'the', 'world', 'that', 'is', 'beautiful']",['love']
"['i', 'want', 'to', 'stand', 'as', 'close', 'to', 'the', 'edge', 'as', 'i', 'can', 'without', 'going', 'over', 'out', 'on', 'the', 'edge', 'you', 'see', 'all', 'kinds', 'of', 'things', 'you', 'can', 'not', 'see', 'from', 'the', 'center']",['writer-s-life']
"['books', 'so', 'special', 'and', 'rare', 'and', 'yours', 'that', 'advertising', 'your', 'affection', 'feels', 'like', 'a', 'betrayal']",['books']
"['i', 'did', 'not', 'attend', 'his', 'funeral', 'but', 'i', 'sent', 'a', 'nice', 'letter', 'saying', 'i', 'approved', 'of', 'it']","['classic-insult', 'funeral', 'funny', 'humor']"
"['here', 'is', 'all', 'you', 'have', 'to', 'know', 'about', 'men', 'and', 'women', 'women', 'are', 'crazy', 'men', 'are', 'stupid', 'and', 'the', 'main', 'reason', 'women', 'are', 'crazy', 'is', 'that', 'men', 'are', 'stupid']","['crazy', 'men', 'stupid', 'truth', 'women']"
"['you', 'do', 'not', 'love', 'someone', 'for', 'their', 'looks', 'or', 'their', 'clothes', 'or', 'for', 'their', 'fancy', 'car', 'but', 'because', 'they', 'sing', 'a', 'song', 'only', 'you', 'can', 'hear']",[]
"['where', 'is', 'human', 'nature', 'so', 'weak', 'as', 'in', 'the', 'bookstore']","['books', 'humor']"
"['well', 'iâm', 'not', 'kissing', 'the', 'mundane', 'said', 'jace', 'iâd', 'rather', 'stay', 'down', 'here', 'and', 'rotforever', 'said', 'simon', 'foreverâs', 'an', 'awfully', 'long', 'timejace', 'raised', 'his', 'eyebrows', 'i', 'knew', 'it', 'he', 'said', 'you', 'want', 'to', 'kiss', 'me', 'donât', 'you']","['humor', 'jace-wayland', 'simon-lewis']"
"['the', 'best', 'index', 'to', 'a', 'persons', 'character', 'is', 'how', 'he', 'treats', 'people', 'who', 'can', 'not', 'do', 'him', 'any', 'good', 'and', 'how', 'he', 'treats', 'people', 'who', 'can', 'not', 'fight', 'back']","['character', 'life', 'wisdom']"
"['all', 'happy', 'families', 'are', 'alike', 'each', 'unhappy', 'family', 'is', 'unhappy', 'in', 'its', 'own', 'way']","['family', 'first-sentence']"
"['think', 'before', 'you', 'speak', 'read', 'before', 'you', 'think']","['advice-for-daily-living', 'books', 'reader', 'reading', 'speaking', 'thinking', 'wisdom']"
"['i', 'can', 'not', 'live', 'without', 'books']",['books']
"['and', 'by', 'the', 'way', 'everything', 'in', 'life', 'is', 'writable', 'about', 'if', 'you', 'have', 'the', 'outgoing', 'guts', 'to', 'do', 'it', 'and', 'the', 'imagination', 'to', 'improvise', 'the', 'worst', 'enemy', 'to', 'creativity', 'is', 'selfdoubt']",['writing']
"['it', 'is', 'a', 'truth', 'universally', 'acknowledged', 'that', 'a', 'single', 'man', 'in', 'possession', 'of', 'a', 'good', 'fortune', 'must', 'be', 'in', 'want', 'of', 'a', 'wife']","['husband', 'marriage', 'opening-lines', 'wife']"
"['i', 'have', 'a', 'history', 'of', 'making', 'decisions', 'very', 'quickly', 'about', 'men', 'i', 'have', 'always', 'fallen', 'in', 'love', 'fast', 'and', 'without', 'measuring', 'risks', 'i', 'have', 'a', 'tendency', 'not', 'only', 'to', 'see', 'the', 'best', 'in', 'everyone', 'but', 'to', 'assume', 'that', 'everyone', 'is', 'emotionally', 'capable', 'of', 'reaching', 'his', 'highest', 'potential', 'i', 'have', 'fallen', 'in', 'love', 'more', 'times', 'than', 'i', 'care', 'to', 'count', 'with', 'the', 'highest', 'potential', 'of', 'a', 'man', 'rather', 'than', 'with', 'the', 'man', 'himself', 'and', 'i', 'have', 'hung', 'on', 'to', 'the', 'relationship', 'for', 'a', 'long', 'time', 'sometimes', 'far', 'too', 'long', 'waiting', 'for', 'the', 'man', 'to', 'ascend', 'to', 'his', 'own', 'greatness', 'many', 'times', 'in', 'romance', 'i', 'have', 'been', 'a', 'victim', 'of', 'my', 'own', 'optimism']","['disappointment', 'love', 'romance']"
"['if', 'at', 'first', 'you', 'do', 'not', 'succeed', 'try', 'try', 'again', 'then', 'quit', 'no', 'use', 'being', 'a', 'damn', 'fool', 'about', 'it']","['humor', 'success']"
"['this', 'above', 'all', 'to', 'thine', 'own', 'self', 'be', 'true', 'and', 'it', 'must', 'follow', 'as', 'the', 'night', 'the', 'day', 'thou', 'canst', 'not', 'then', 'be', 'false', 'to', 'any', 'man']","['food', 'love', 'music']"
"['i', 'have', 'loved', 'the', 'stars', 'too', 'fondly', 'to', 'be', 'fearful', 'of', 'the', 'night']","['night', 'poetry']"
"['god', 'created', 'war', 'so', 'that', 'americans', 'would', 'learn', 'geography']","['americans', 'geography', 'war']"
"['hell', 'is', 'empty', 'and', 'all', 'the', 'devils', 'are', 'here']",['inspirational']
"['it', 'is', 'not', 'the', 'critic', 'who', 'counts', 'not', 'the', 'man', 'who', 'points', 'out', 'how', 'the', 'strong', 'man', 'stumbles', 'or', 'where', 'the', 'doer', 'of', 'deeds', 'could', 'have', 'done', 'them', 'better', 'the', 'credit', 'belongs', 'to', 'the', 'man', 'who', 'is', 'actually', 'in', 'the', 'arena', 'whose', 'face', 'is', 'marred', 'by', 'dust', 'and', 'sweat', 'and', 'blood', 'who', 'strives', 'valiantly', 'who', 'errs', 'who', 'comes', 'short', 'again', 'and', 'again', 'because', 'there', 'is', 'no', 'effort', 'without', 'error', 'and', 'shortcoming', 'but', 'who', 'does', 'actually', 'strive', 'to', 'do', 'the', 'deeds', 'who', 'knows', 'great', 'enthusiasms', 'the', 'great', 'devotions', 'who', 'spends', 'himself', 'in', 'a', 'worthy', 'because', 'who', 'at', 'the', 'best', 'knows', 'in', 'the', 'end', 'the', 'triumph', 'of', 'high', 'achievement', 'and', 'who', 'at', 'the', 'worst', 'if', 'he', 'fails', 'at', 'least', 'fails', 'while', 'daring', 'greatly', 'so', 'that', 'his', 'place', 'shall', 'never', 'be', 'with', 'those', 'cold', 'and', 'timid', 'souls', 'who', 'neither', 'know', 'victory', 'nor', 'defeat']","['inspirational', 'politics', 'presidential']"
